Time	Open	High	Low	Close	Volume
2024-02-21 10:00:00	1.08114	1.0814	1.08064	1.08107	9032	3
2024-02-21 11:00:00	1.08106	1.08146	1.07972	1.07987	12541	3
2024-02-21 12:00:00	1.07987	1.08003	1.07899	1.07999	12303	2
2024-02-21 13:00:00	1.07997	1.08031	1.07959	1.08011	9499	2
2024-02-21 14:00:00	1.0801	1.08021	1.07942	1.0799	8665	2
2024-02-21 15:00:00	1.0799	1.08031	1.07964	1.08031	9913	3
2024-02-21 16:00:00	1.08031	1.08114	1.08031	1.081	16889	2
2024-02-21 17:00:00	1.08101	1.08162	1.08061	1.08131	16295	2
2024-02-21 18:00:00	1.0813	1.08199	1.08043	1.08051	17638	3
2024-02-21 19:00:00	1.08051	1.08188	1.08008	1.08169	14411	3
2024-02-21 20:00:00	1.08171	1.08172	1.08066	1.08075	12359	2
2024-02-21 21:00:00	1.08074	1.08135	1.07999	1.08113	18521	2
2024-02-21 22:00:00	1.08117	1.08243	1.0805	1.08165	20781	4
2024-02-21 23:00:00	1.08164	1.08209	1.08124	1.08171	15433	2
2024-02-22 00:00:00	1.08172	1.08201	1.08129	1.08181	3717	2
2024-02-22 01:00:00	1.08182	1.08209	1.08146	1.08192	6791	24
2024-02-22 02:00:00	1.08191	1.08226	1.08187	1.08202	3243	12
2024-02-22 03:00:00	1.08201	1.08321	1.082	1.08302	6300	3
2024-02-22 04:00:00	1.08301	1.08306	1.08267	1.08267	10021	3
2024-02-22 05:00:00	1.08266	1.08271	1.0819	1.0826	6769	3
2024-02-22 06:00:00	1.0826	1.08272	1.08231	1.08257	2946	3
2024-02-22 07:00:00	1.08258	1.08309	1.08252	1.08303	3802	3
2024-02-22 08:00:00	1.08302	1.08378	1.08296	1.08333	4148	3
2024-02-22 09:00:00	1.08331	1.084	1.0833	1.08384	4576	3
2024-02-22 10:00:00	1.08385	1.08538	1.08376	1.08531	10796	2
2024-02-22 11:00:00	1.08531	1.08882	1.08526	1.08714	26066	2
2024-02-22 12:00:00	1.08715	1.08716	1.0848	1.08529	18013	3
2024-02-22 13:00:00	1.08527	1.08588	1.08503	1.08566	8449	3
2024-02-22 14:00:00	1.08568	1.08573	1.08448	1.08573	8013	2
2024-02-22 15:00:00	1.08572	1.08586	1.08424	1.08438	10887	2
2024-02-22 16:00:00	1.08439	1.08481	1.0821	1.08231	21296	2
2024-02-22 17:00:00	1.0823	1.08246	1.08026	1.0818	23298	2
2024-02-22 18:00:00	1.0818	1.08194	1.08036	1.08102	23983	2
2024-02-22 19:00:00	1.08101	1.08185	1.08088	1.08141	11741	2
2024-02-22 20:00:00	1.08142	1.0824	1.08117	1.08202	6534	2
2024-02-22 21:00:00	1.08201	1.08261	1.08144	1.08248	5889	2
2024-02-22 22:00:00	1.08247	1.08251	1.08192	1.08223	5941	2
2024-02-22 23:00:00	1.08224	1.08232	1.08185	1.08217	6644	2
2024-02-23 00:00:00	1.08218	1.08236	1.08208	1.08222	2601	3
2024-02-23 01:00:00	1.08221	1.08242	1.08174	1.08209	2213	14
2024-02-23 02:00:00	1.08215	1.08258	1.08204	1.08253	1575	12
2024-02-23 03:00:00	1.08253	1.08278	1.08149	1.08218	5905	3
2024-02-23 04:00:00	1.08216	1.08318	1.08216	1.08269	4786	3
2024-02-23 05:00:00	1.08271	1.08305	1.08247	1.08254	4579	3
2024-02-23 06:00:00	1.08253	1.0826	1.08227	1.08252	4299	3
2024-02-23 07:00:00	1.08253	1.08284	1.08249	1.08254	4700	2
2024-02-23 08:00:00	1.08253	1.08269	1.08213	1.08227	3624	3
2024-02-23 09:00:00	1.08227	1.08276	1.08217	1.08256	5050	2
2024-02-23 10:00:00	1.08256	1.08318	1.08239	1.08294	9055	2
2024-02-23 11:00:00	1.08295	1.08324	1.08209	1.0825	10951	2
2024-02-23 12:00:00	1.0825	1.08257	1.0814	1.08173	8412	3
2024-02-23 13:00:00	1.08174	1.08248	1.08171	1.08237	7711	2
2024-02-23 14:00:00	1.08239	1.08314	1.08223	1.08271	8219	2
2024-02-23 15:00:00	1.08271	1.08395	1.08245	1.08361	9683	2
2024-02-23 16:00:00	1.08361	1.08367	1.08268	1.08319	14335	2
2024-02-23 17:00:00	1.08316	1.08368	1.08243	1.08255	14850	2
2024-02-23 18:00:00	1.08255	1.08256	1.08117	1.08206	14583	2
2024-02-23 19:00:00	1.08206	1.08287	1.08149	1.08274	12278	1
2024-02-23 20:00:00	1.08275	1.08288	1.0821	1.08247	9701	2
2024-02-23 21:00:00	1.08248	1.08296	1.08229	1.08265	5538	2
2024-02-23 22:00:00	1.08264	1.08265	1.08201	1.08229	6126	2
2024-02-23 23:00:00	1.08229	1.08245	1.08176	1.08223	6738	2
2024-02-26 01:00:00	1.08318	1.08322	1.08182	1.08227	2229	28
2024-02-26 02:00:00	1.0823	1.0823	1.08189	1.0819	1621	7
2024-02-26 03:00:00	1.08188	1.08202	1.0816	1.08166	5174	2
2024-02-26 04:00:00	1.08165	1.08194	1.08126	1.08163	5575	3
2024-02-26 05:00:00	1.08163	1.08176	1.08143	1.08171	2825	2
2024-02-26 06:00:00	1.08169	1.08194	1.0816	1.08185	3555	1
2024-02-26 07:00:00	1.08185	1.08226	1.08175	1.08211	4643	2
2024-02-26 08:00:00	1.0821	1.08241	1.08188	1.08231	3894	2
2024-02-26 09:00:00	1.0823	1.08254	1.08219	1.0824	3503	2
2024-02-26 10:00:00	1.08241	1.08366	1.08229	1.08321	9868	2
2024-02-26 11:00:00	1.08322	1.08355	1.0827	1.08321	9682	2
2024-02-26 12:00:00	1.08321	1.08403	1.08306	1.08399	5251	3
2024-02-26 13:00:00	1.084	1.08487	1.08385	1.08478	8500	2
2024-02-26 14:00:00	1.08477	1.0854	1.0845	1.08519	7102	2
2024-02-26 15:00:00	1.0852	1.08597	1.08487	1.08496	7052	1
2024-02-26 16:00:00	1.08495	1.08589	1.08483	1.08578	9537	2
2024-02-26 17:00:00	1.08579	1.08587	1.08438	1.08459	14954	2
2024-02-26 18:00:00	1.0846	1.08543	1.08386	1.08509	11375	3
2024-02-26 19:00:00	1.08509	1.08555	1.08471	1.0854	8634	2
2024-02-26 20:00:00	1.0854	1.08548	1.08436	1.08453	7247	2
2024-02-26 21:00:00	1.08452	1.08458	1.08397	1.08446	5808	2
2024-02-26 22:00:00	1.08445	1.08475	1.08439	1.08462	5322	1
2024-02-26 23:00:00	1.08462	1.08525	1.08461	1.08507	8807	2
2024-02-27 00:00:00	1.08507	1.08515	1.08497	1.08504	2374	2
2024-02-27 01:00:00	1.08504	1.08505	1.08469	1.08497	6819	16
2024-02-27 02:00:00	1.08497	1.08513	1.08482	1.08503	1385	7
2024-02-27 03:00:00	1.08504	1.08508	1.08467	1.08474	1657	2
2024-02-27 04:00:00	1.08473	1.08507	1.08454	1.08499	2909	2
2024-02-27 05:00:00	1.08499	1.08534	1.08482	1.08514	1449	3
2024-02-27 06:00:00	1.08514	1.08529	1.08485	1.08528	1103	2
2024-02-27 07:00:00	1.08529	1.08553	1.08526	1.08534	917	2
2024-02-27 08:00:00	1.08533	1.08541	1.08486	1.08519	1714	2
2024-02-27 09:00:00	1.0852	1.08527	1.0847	1.085	2017	2
2024-02-27 10:00:00	1.08501	1.08626	1.08498	1.0856	4595	3
2024-02-27 11:00:00	1.08558	1.08659	1.08529	1.08576	6281	2
2024-02-27 12:00:00	1.08575	1.08594	1.08518	1.08529	9765	2
2024-02-27 13:00:00	1.08528	1.08532	1.08418	1.08517	7677	2
2024-02-27 14:00:00	1.08516	1.08589	1.08479	1.08576	5510	2
2024-02-27 15:00:00	1.08576	1.0863	1.08557	1.08568	5709	2
2024-02-27 16:00:00	1.08568	1.08577	1.08449	1.0848	13343	2
2024-02-27 17:00:00	1.08479	1.08508	1.08359	1.084	9817	2
2024-02-27 18:00:00	1.08398	1.08512	1.0833	1.08469	13090	3
2024-02-27 19:00:00	1.08469	1.08577	1.08448	1.0856	9462	2
2024-02-27 20:00:00	1.0856	1.08565	1.08488	1.08507	7942	3
2024-02-27 21:00:00	1.08507	1.08567	1.08489	1.08495	7082	2
2024-02-27 22:00:00	1.08494	1.08494	1.08408	1.08442	6352	2
2024-02-27 23:00:00	1.08441	1.08475	1.0842	1.08441	4392	2
2024-02-28 00:00:00	1.0844	1.08461	1.08437	1.08437	2728	2
2024-02-28 01:00:00	1.08437	1.08465	1.08433	1.08434	4711	13
2024-02-28 02:00:00	1.08434	1.08452	1.0841	1.0841	1991	9
2024-02-28 03:00:00	1.08411	1.08455	1.08405	1.08446	3190	2
2024-02-28 04:00:00	1.08447	1.08447	1.08378	1.08394	6203	3
2024-02-28 05:00:00	1.08394	1.08402	1.08371	1.08375	3224	2
2024-02-28 06:00:00	1.08375	1.08381	1.08328	1.08343	3318	2
2024-02-28 07:00:00	1.08344	1.08357	1.08318	1.08323	3267	2
2024-02-28 08:00:00	1.08322	1.08331	1.08254	1.08266	5040	3
2024-02-28 09:00:00	1.08265	1.08293	1.0822	1.08224	4617	4
2024-02-28 10:00:00	1.08223	1.08248	1.08164	1.08232	7435	3
2024-02-28 11:00:00	1.08233	1.08241	1.08084	1.0809	11595	2
2024-02-28 12:00:00	1.08089	1.08126	1.07966	1.08	13350	2
2024-02-28 13:00:00	1.07999	1.08176	1.07993	1.08154	12270	3
2024-02-28 14:00:00	1.08154	1.08179	1.0811	1.08154	8036	3
2024-02-28 15:00:00	1.08154	1.08208	1.08073	1.08088	7977	2
2024-02-28 16:00:00	1.08087	1.08309	1.08067	1.08278	18087	2
2024-02-28 17:00:00	1.08276	1.08337	1.08213	1.08299	22499	2
2024-02-28 18:00:00	1.083	1.08379	1.0826	1.08343	9900	2
2024-02-28 19:00:00	1.08342	1.08423	1.08312	1.08421	9900	2
2024-02-28 20:00:00	1.0842	1.08458	1.08339	1.08383	7421	1
2024-02-28 21:00:00	1.08384	1.08404	1.08329	1.08343	6290	2
2024-02-28 22:00:00	1.08343	1.08372	1.08324	1.08336	6935	2
2024-02-28 23:00:00	1.08336	1.08398	1.0833	1.0838	6414	1
2024-02-29 00:00:00	1.0838	1.08394	1.08361	1.08375	2575	2
2024-02-29 01:00:00	1.08376	1.08401	1.08341	1.0838	3428	12
2024-02-29 02:00:00	1.0838	1.084	1.08374	1.08383	1687	7
2024-02-29 03:00:00	1.08384	1.084	1.08347	1.08363	4961	2
2024-02-29 04:00:00	1.08363	1.08403	1.0828	1.0829	7770	2
2024-02-29 05:00:00	1.0829	1.08367	1.08287	1.08365	8654	2
2024-02-29 06:00:00	1.08364	1.08378	1.08336	1.08369	5855	2
2024-02-29 07:00:00	1.08368	1.08376	1.08341	1.08363	5700	2
2024-02-29 08:00:00	1.08363	1.08373	1.08317	1.08353	4821	2
2024-02-29 09:00:00	1.08352	1.08381	1.08321	1.08329	5609	3
2024-02-29 10:00:00	1.08327	1.08393	1.08259	1.08288	10786	2
2024-02-29 11:00:00	1.08288	1.08473	1.08285	1.08376	16755	2
2024-02-29 12:00:00	1.08389	1.0852	1.08375	1.08505	13369	2
2024-02-29 13:00:00	1.08506	1.08542	1.08376	1.08378	9693	2
2024-02-29 14:00:00	1.08377	1.08429	1.08288	1.08343	8424	2
2024-02-29 15:00:00	1.08343	1.08358	1.08265	1.08287	9487	2
2024-02-29 16:00:00	1.08287	1.08467	1.08218	1.08377	27708	2
2024-02-29 17:00:00	1.08376	1.08503	1.08363	1.08466	21040	1
2024-02-29 18:00:00	1.08469	1.08558	1.0819	1.08224	21986	2
2024-02-29 19:00:00	1.08223	1.0825	1.08044	1.08062	15967	2
2024-02-29 20:00:00	1.08062	1.08073	1.07958	1.07998	10855	2
2024-02-29 21:00:00	1.07999	1.08102	1.07983	1.08091	7717	2
2024-02-29 22:00:00	1.08092	1.08112	1.08009	1.08025	12130	1
2024-02-29 23:00:00	1.08025	1.08095	1.08025	1.08083	10873	2
2024-03-01 00:00:00	1.08083	1.08086	1.08039	1.08046	4655	1
2024-03-01 01:00:00	1.08046	1.08057	1.07998	1.08047	11189	23
2024-03-01 02:00:00	1.08053	1.08056	1.08023	1.08055	1105	5
2024-03-01 03:00:00	1.08055	1.08124	1.08052	1.08113	4608	2
2024-03-01 04:00:00	1.08114	1.08212	1.08109	1.08212	4243	3
2024-03-01 05:00:00	1.08214	1.08218	1.08166	1.08183	5401	2
2024-03-01 06:00:00	1.08184	1.08211	1.08165	1.08168	2426	2
2024-03-01 07:00:00	1.08169	1.0817	1.08122	1.08135	1587	2
2024-03-01 08:00:00	1.08135	1.08141	1.08111	1.08122	2846	2
2024-03-01 09:00:00	1.0812	1.08139	1.08082	1.08091	3112	3
2024-03-01 10:00:00	1.0809	1.08174	1.08087	1.08125	5620	2
2024-03-01 11:00:00	1.08127	1.08199	1.0809	1.08112	13391	2
2024-03-01 12:00:00	1.08111	1.08176	1.08086	1.08153	8490	2
2024-03-01 13:00:00	1.08156	1.08227	1.07984	1.08104	16512	3
2024-03-01 14:00:00	1.08105	1.08191	1.08102	1.08187	10718	3
2024-03-01 15:00:00	1.08187	1.08247	1.08119	1.08129	12275	2
2024-03-01 16:00:00	1.08128	1.08153	1.08078	1.08127	13033	1
2024-03-01 17:00:00	1.08127	1.08206	1.07981	1.07999	16308	2
2024-03-01 18:00:00	1.08	1.08416	1.08	1.0835	45958	4
2024-03-01 19:00:00	1.08349	1.08368	1.08233	1.0831	9441	2
2024-03-01 20:00:00	1.08309	1.08398	1.08288	1.08376	4689	1
2024-03-01 21:00:00	1.08376	1.08424	1.08315	1.084	7920	1
2024-03-01 22:00:00	1.084	1.08432	1.08381	1.08412	6753	2
2024-03-01 23:00:00	1.08412	1.08412	1.08348	1.08373	4081	2
2024-03-04 01:00:00	1.08359	1.08425	1.0835	1.08398	4587	56
2024-03-04 02:00:00	1.08397	1.0844	1.08397	1.08416	5205	11
2024-03-04 03:00:00	1.08417	1.0848	1.08407	1.08457	4933	2
2024-03-04 04:00:00	1.08458	1.08458	1.08385	1.084	4628	2
2024-03-04 05:00:00	1.08401	1.08458	1.08385	1.08453	3489	2
2024-03-04 06:00:00	1.08454	1.08457	1.08421	1.08438	2978	2
2024-03-04 07:00:00	1.0844	1.08457	1.08431	1.08436	1676	1
2024-03-04 08:00:00	1.08435	1.08468	1.08428	1.08443	2292	2
2024-03-04 09:00:00	1.08443	1.08478	1.0843	1.08469	3157	2
2024-03-04 10:00:00	1.0847	1.08539	1.08451	1.08537	7098	2
2024-03-04 11:00:00	1.08537	1.08578	1.08377	1.08447	10778	2
2024-03-04 12:00:00	1.08448	1.0852	1.08422	1.0849	6572	2
2024-03-04 13:00:00	1.08489	1.08549	1.08458	1.08536	5942	2
2024-03-04 14:00:00	1.08535	1.08569	1.08515	1.08562	7329	2
2024-03-04 15:00:00	1.08562	1.08575	1.08416	1.08425	9202	2
2024-03-04 16:00:00	1.08426	1.085	1.08401	1.08487	9725	2
2024-03-04 17:00:00	1.08486	1.08617	1.0845	1.08597	13182	2
2024-03-04 18:00:00	1.08596	1.08636	1.08554	1.08632	11520	2
2024-03-04 19:00:00	1.08633	1.08667	1.08567	1.08614	8402	2
2024-03-04 20:00:00	1.08614	1.08623	1.08554	1.08579	7063	2
2024-03-04 21:00:00	1.08578	1.08606	1.08557	1.08563	2866	1
2024-03-04 22:00:00	1.08564	1.08583	1.08553	1.08565	4490	2
2024-03-04 23:00:00	1.08565	1.08594	1.08553	1.08558	6181	1
2024-03-05 00:00:00	1.08559	1.08571	1.08549	1.08549	3071	2
2024-03-05 01:00:00	1.08549	1.08569	1.08526	1.08531	11590	11
2024-03-05 02:00:00	1.08533	1.0858	1.08533	1.08541	1790	17
2024-03-05 03:00:00	1.0854	1.08552	1.08514	1.08529	1745	2
2024-03-05 04:00:00	1.0853	1.08546	1.08475	1.08494	5125	2
2024-03-05 05:00:00	1.08496	1.08518	1.08484	1.085	3327	1
2024-03-05 06:00:00	1.085	1.08547	1.08495	1.08541	2518	2
2024-03-05 07:00:00	1.08542	1.08542	1.08498	1.08505	2002	2
2024-03-05 08:00:00	1.08504	1.08541	1.08493	1.08528	2541	2
2024-03-05 09:00:00	1.08529	1.08532	1.08445	1.08467	4543	2
2024-03-05 10:00:00	1.08468	1.08512	1.08414	1.08463	8758	2
2024-03-05 11:00:00	1.08464	1.08518	1.0843	1.08471	9167	2
2024-03-05 12:00:00	1.0847	1.08558	1.0847	1.08514	7173	3
2024-03-05 13:00:00	1.08512	1.08549	1.08494	1.08502	6276	3
2024-03-05 14:00:00	1.08501	1.08535	1.08478	1.08498	4513	2
2024-03-05 15:00:00	1.08498	1.08504	1.08456	1.08472	5120	2
2024-03-05 16:00:00	1.08471	1.08516	1.0842	1.08462	11276	2
2024-03-05 17:00:00	1.08464	1.08544	1.08403	1.08453	14025	2
2024-03-05 18:00:00	1.08454	1.0876	1.0845	1.08714	25954	4
2024-03-05 19:00:00	1.08715	1.08719	1.0858	1.08609	12615	2
2024-03-05 20:00:00	1.08609	1.08644	1.08577	1.08599	6887	3
2024-03-05 21:00:00	1.08598	1.08599	1.08513	1.08527	5401	2
2024-03-05 22:00:00	1.08528	1.08576	1.08513	1.08528	6493	2
2024-03-05 23:00:00	1.08528	1.08584	1.08489	1.08575	4993	2
2024-03-06 00:00:00	1.08576	1.08589	1.08559	1.0856	4240	3
2024-03-06 01:00:00	1.0856	1.08572	1.08556	1.08564	4805	18
2024-03-06 02:00:00	1.08566	1.08587	1.08554	1.08555	1343	9
2024-03-06 03:00:00	1.08554	1.08556	1.08492	1.08498	2701	2
2024-03-06 04:00:00	1.08497	1.08502	1.08421	1.08438	6773	2
2024-03-06 05:00:00	1.08439	1.08533	1.08439	1.08526	4812	2
2024-03-06 06:00:00	1.08526	1.08531	1.08503	1.08507	4377	2
2024-03-06 07:00:00	1.08507	1.08522	1.08495	1.08516	3194	1
2024-03-06 08:00:00	1.08516	1.08568	1.08516	1.08551	4561	2
2024-03-06 09:00:00	1.08551	1.08605	1.08547	1.08594	5305	2
2024-03-06 10:00:00	1.08594	1.08663	1.08586	1.08619	7845	3
2024-03-06 11:00:00	1.08619	1.08741	1.08592	1.08731	9044	2
2024-03-06 12:00:00	1.08731	1.08777	1.08694	1.08765	6190	1
2024-03-06 13:00:00	1.08764	1.08795	1.08734	1.08773	4477	2
2024-03-06 14:00:00	1.08773	1.08783	1.08715	1.08757	4962	2
2024-03-06 15:00:00	1.08757	1.08785	1.08675	1.08687	6943	2
2024-03-06 16:00:00	1.08688	1.08848	1.08683	1.08847	20872	2
2024-03-06 17:00:00	1.08846	1.08894	1.0883	1.08869	11741	2
2024-03-06 18:00:00	1.08869	1.09087	1.08813	1.09052	20760	3
2024-03-06 19:00:00	1.09053	1.09149	1.08995	1.09122	17498	2
2024-03-06 20:00:00	1.09122	1.09153	1.08995	1.09023	13888	2
2024-03-06 21:00:00	1.09023	1.09077	1.09005	1.09029	9770	2
2024-03-06 22:00:00	1.09028	1.09028	1.08933	1.08968	11375	2
2024-03-06 23:00:00	1.08967	1.08994	1.08929	1.0899	8492	2
2024-03-07 00:00:00	1.08988	1.08995	1.08953	1.0898	2295	3
2024-03-07 01:00:00	1.0898	1.09011	1.08928	1.08979	4184	18
2024-03-07 02:00:00	1.08978	1.09013	1.0897	1.08995	2052	9
2024-03-07 03:00:00	1.08994	1.09073	1.08993	1.0903	4715	2
2024-03-07 04:00:00	1.09031	1.09042	1.08965	1.08979	5951	2
2024-03-07 05:00:00	1.08979	1.0899	1.08936	1.08984	3097	2
2024-03-07 06:00:00	1.08983	1.09014	1.08955	1.09006	2722	2
2024-03-07 07:00:00	1.09005	1.09055	1.09003	1.09035	4878	2
2024-03-07 08:00:00	1.09034	1.09055	1.08997	1.09004	2277	1
2024-03-07 09:00:00	1.09003	1.09029	1.08985	1.09014	3938	3
2024-03-07 10:00:00	1.09016	1.09043	1.08912	1.08937	8284	3
2024-03-07 11:00:00	1.08938	1.08978	1.08876	1.08978	7756	2
2024-03-07 12:00:00	1.08976	1.09027	1.08928	1.09016	5025	2
2024-03-07 13:00:00	1.09017	1.09019	1.08896	1.08964	9687	2
2024-03-07 14:00:00	1.08965	1.0899	1.08924	1.08939	6993	2
2024-03-07 15:00:00	1.08939	1.09001	1.08922	1.08943	7216	2
2024-03-07 16:00:00	1.08943	1.08967	1.08678	1.08723	28512	2
2024-03-07 17:00:00	1.08723	1.09194	1.08692	1.09155	31923	2
2024-03-07 18:00:00	1.09157	1.09309	1.09081	1.09299	17154	2
2024-03-07 19:00:00	1.09299	1.0942	1.09247	1.09401	13485	1
2024-03-07 20:00:00	1.09401	1.09416	1.09314	1.0937	9570	2
2024-03-07 21:00:00	1.09369	1.09447	1.09365	1.09422	5249	2
2024-03-07 22:00:00	1.09421	1.09487	1.09407	1.09468	6710	2
2024-03-07 23:00:00	1.09469	1.09491	1.09426	1.0947	7553	2
2024-03-08 00:00:00	1.09469	1.09489	1.09456	1.09477	4106	2
2024-03-08 01:00:00	1.09472	1.09479	1.09426	1.09465	4091	12
2024-03-08 02:00:00	1.0947	1.09513	1.09466	1.09509	649	7
2024-03-08 03:00:00	1.0951	1.09556	1.09502	1.09513	1568	2
2024-03-08 04:00:00	1.09513	1.09528	1.09464	1.0948	3693	2
2024-03-08 05:00:00	1.09479	1.09508	1.09449	1.09456	2352	2
2024-03-08 06:00:00	1.09456	1.09479	1.09442	1.09473	2274	2
2024-03-08 07:00:00	1.09476	1.09491	1.09444	1.09456	1948	1
2024-03-08 08:00:00	1.09456	1.09485	1.09448	1.09464	2388	1
2024-03-08 09:00:00	1.09463	1.0949	1.09442	1.09479	2579	3
2024-03-08 10:00:00	1.0948	1.0951	1.09318	1.09336	6894	3
2024-03-08 11:00:00	1.09336	1.09388	1.0929	1.09358	9344	2
2024-03-08 12:00:00	1.09358	1.09373	1.09261	1.09352	9923	2
2024-03-08 13:00:00	1.09351	1.09369	1.09263	1.09334	8487	2
2024-03-08 14:00:00	1.09335	1.0939	1.09295	1.09345	6508	2
2024-03-08 15:00:00	1.09346	1.09351	1.0928	1.09318	7525	1
2024-03-08 16:00:00	1.0932	1.09812	1.09183	1.09582	40306	2
2024-03-08 17:00:00	1.09582	1.09665	1.09448	1.09577	29686	2
2024-03-08 18:00:00	1.09577	1.09619	1.09434	1.09609	18688	2
2024-03-08 19:00:00	1.09609	1.09613	1.09373	1.09402	20162	2
2024-03-08 20:00:00	1.09404	1.09457	1.09369	1.09393	14712	2
2024-03-08 21:00:00	1.09392	1.094	1.09334	1.09372	11939	2
2024-03-08 22:00:00	1.09371	1.0942	1.09344	1.09416	7817	2
2024-03-08 23:00:00	1.09417	1.09438	1.09345	1.09361	6996	2
2024-03-11 00:00:00	1.09411	1.09411	1.09375	1.09393	1028	81
2024-03-11 01:00:00	1.09393	1.09406	1.09359	1.09375	1854	8
2024-03-11 02:00:00	1.09374	1.09436	1.09374	1.09426	6115	4
2024-03-11 03:00:00	1.09427	1.09465	1.09381	1.09422	4712	2
2024-03-11 04:00:00	1.09423	1.09457	1.0939	1.09405	5167	2
2024-03-11 05:00:00	1.09405	1.09418	1.09373	1.09388	4496	2
2024-03-11 06:00:00	1.09388	1.09443	1.09379	1.09412	3207	2
2024-03-11 07:00:00	1.09411	1.09415	1.09369	1.09386	2546	2
2024-03-11 08:00:00	1.09386	1.0942	1.09386	1.09413	2950	2
2024-03-11 09:00:00	1.09411	1.09437	1.09353	1.0942	3577	2
2024-03-11 10:00:00	1.09421	1.09473	1.0937	1.09421	7107	2
2024-03-11 11:00:00	1.09419	1.0948	1.09385	1.09445	11398	2
2024-03-11 12:00:00	1.09446	1.09448	1.09339	1.09346	7284	2
2024-03-11 13:00:00	1.09346	1.09435	1.09329	1.09415	5262	1
2024-03-11 14:00:00	1.09414	1.09435	1.09377	1.09429	4651	2
2024-03-11 15:00:00	1.09427	1.09432	1.09293	1.09294	17079	2
2024-03-11 16:00:00	1.09295	1.09316	1.09177	1.09195	13757	2
2024-03-11 17:00:00	1.09196	1.09249	1.09156	1.09243	12507	2
2024-03-11 18:00:00	1.09242	1.09288	1.09145	1.09272	17356	2
2024-03-11 19:00:00	1.09273	1.0928	1.09229	1.0927	11404	2
2024-03-11 20:00:00	1.09271	1.09302	1.09245	1.09252	11655	2
2024-03-11 21:00:00	1.09253	1.09261	1.09182	1.09241	11435	2
2024-03-11 22:00:00	1.09241	1.09264	1.09219	1.09261	8034	2
2024-03-11 23:00:00	1.09262	1.09273	1.0925	1.0925	1976	2
2024-03-12 00:00:00	1.09252	1.09271	1.09195	1.09258	6782	29
2024-03-12 01:00:00	1.0926	1.09271	1.09241	1.0925	1592	10
2024-03-12 02:00:00	1.09249	1.09309	1.09249	1.09304	1835	4
2024-03-12 03:00:00	1.09306	1.09322	1.09284	1.09286	4873	3
2024-03-12 04:00:00	1.09286	1.09343	1.09267	1.09337	5418	2
2024-03-12 05:00:00	1.09337	1.09363	1.09302	1.09362	6061	2
2024-03-12 06:00:00	1.09362	1.09381	1.0934	1.09363	3038	2
2024-03-12 07:00:00	1.09362	1.09381	1.09346	1.09368	4303	2
2024-03-12 08:00:00	1.09369	1.09391	1.09366	1.09383	5771	2
2024-03-12 09:00:00	1.09383	1.09391	1.09342	1.09379	5678	3
2024-03-12 10:00:00	1.09379	1.09393	1.09315	1.09319	8776	2
2024-03-12 11:00:00	1.09318	1.09334	1.09212	1.09248	12142	2
2024-03-12 12:00:00	1.09247	1.09334	1.09231	1.09303	7496	2
2024-03-12 13:00:00	1.09302	1.09343	1.09266	1.09339	7804	2
2024-03-12 14:00:00	1.0934	1.09353	1.09318	1.09335	8604	3
2024-03-12 15:00:00	1.09334	1.09438	1.09026	1.09201	44726	2
2024-03-12 16:00:00	1.092	1.0923	1.09023	1.09107	44568	2
2024-03-12 17:00:00	1.09109	1.09194	1.09063	1.0917	22146	2
2024-03-12 18:00:00	1.09171	1.09185	1.09074	1.09176	16086	2
2024-03-12 19:00:00	1.09176	1.0919	1.09136	1.09176	14289	2
2024-03-12 20:00:00	1.09176	1.09208	1.09127	1.09192	10179	2
2024-03-12 21:00:00	1.09192	1.09246	1.09185	1.0924	8587	3
2024-03-12 22:00:00	1.0924	1.09259	1.0921	1.09257	5679	2
2024-03-12 23:00:00	1.09257	1.09273	1.0925	1.09257	2410	2
2024-03-13 00:00:00	1.09257	1.09274	1.09252	1.09258	13436	17
2024-03-13 01:00:00	1.09258	1.09287	1.09258	1.09274	1787	9
2024-03-13 02:00:00	1.09274	1.09289	1.09264	1.09267	3335	4
2024-03-13 03:00:00	1.09268	1.09295	1.09257	1.09268	8336	3
2024-03-13 04:00:00	1.09269	1.09288	1.09233	1.09238	13349	3
2024-03-13 05:00:00	1.09238	1.09275	1.09234	1.09269	8852	3
2024-03-13 06:00:00	1.09269	1.09306	1.0925	1.09278	7564	2
2024-03-13 07:00:00	1.09278	1.09281	1.0922	1.09234	9452	2
2024-03-13 08:00:00	1.09233	1.09289	1.09228	1.09286	5393	2
2024-03-13 09:00:00	1.09286	1.09292	1.09253	1.0928	6819	3
2024-03-13 10:00:00	1.09279	1.09318	1.09207	1.09267	7751	2
2024-03-13 11:00:00	1.09267	1.09327	1.09261	1.09275	9428	2
2024-03-13 12:00:00	1.09274	1.0928	1.09201	1.09232	12857	2
2024-03-13 13:00:00	1.0923	1.09332	1.0922	1.09305	7797	2
2024-03-13 14:00:00	1.09304	1.09457	1.09301	1.0942	9248	2
2024-03-13 15:00:00	1.09421	1.09473	1.09336	1.09366	20158	2
2024-03-13 16:00:00	1.09366	1.09419	1.09359	1.09371	14166	2
2024-03-13 17:00:00	1.09372	1.09443	1.09313	1.09419	13798	2
2024-03-13 18:00:00	1.0942	1.09471	1.0938	1.09435	12323	2
2024-03-13 19:00:00	1.09434	1.09493	1.094	1.0949	12474	2
